N,M,epoch,error
1.0,1.0,1000.0,0.0033868671131935895
1.0,1.0,2000.0,0.004256283310872289
1.0,1.0,3000.0,0.00818271237314725
1.0,1.0,4000.0,0.017744886978250284
1.0,1.0,5000.0,0.003411848359720956
1.0,1.0,6000.0,0.5343118431156997
1.0,1.0,7000.0,0.02512904021678928
1.0,1.0,8000.0,0.08646213337044978
1.0,1.0,9000.0,0.012122633289732785
1.0,1.0,10000.0,0.0038619932307060174
1.0,2.0,1000.0,0.005077571467928947
1.0,2.0,2000.0,0.003654968707004256
1.0,2.0,3000.0,0.0036828466049024624
1.0,2.0,4000.0,0.008745345425184157
1.0,2.0,5000.0,0.0018443672378525813
1.0,2.0,6000.0,0.007553523612654212
1.0,2.0,7000.0,0.0019496364962672938
1.0,2.0,8000.0,0.0036050475043907996
1.0,2.0,9000.0,0.01651404368886229
1.0,2.0,10000.0,0.002261090931183473
1.0,3.0,1000.0,0.0035539316649481584
1.0,3.0,2000.0,0.007928563201812212
1.0,3.0,3000.0,0.0031471764197153426
1.0,3.0,4000.0,0.0019926831114750175
1.0,3.0,5000.0,0.21244628780430566
1.0,3.0,6000.0,0.006187280807312811
1.0,3.0,7000.0,0.004320565619174763
1.0,3.0,8000.0,0.008030866695405195
1.0,3.0,9000.0,0.0057659998895549505
1.0,3.0,10000.0,0.002236066082442844
1.0,4.0,1000.0,0.015263787837725928
1.0,4.0,2000.0,0.004530296322999595
1.0,4.0,3000.0,0.002427518981065673
1.0,4.0,4000.0,0.0038906885466914454
1.0,4.0,5000.0,0.003174203604174023
1.0,4.0,6000.0,0.0027258296650580216
1.0,4.0,7000.0,0.004635587649077362
1.0,4.0,8000.0,0.0024754734559895835
1.0,4.0,9000.0,0.001957528433131929
1.0,4.0,10000.0,0.002533494177091002
1.0,5.0,1000.0,0.003389548238325099
1.0,5.0,2000.0,0.001968625783485713
1.0,5.0,3000.0,0.0022418802463980464
1.0,5.0,4000.0,0.001761154487582056
1.0,5.0,5000.0,0.004349106189134654
1.0,5.0,6000.0,0.0020767131911748693
1.0,5.0,7000.0,0.002069390627739804
1.0,5.0,8000.0,0.0024835948209452185
1.0,5.0,9000.0,0.0032449980663149724
1.0,5.0,10000.0,0.0019262784743228466
1.0,6.0,1000.0,0.0029907266230658675
1.0,6.0,2000.0,0.0030770794711074655
1.0,6.0,3000.0,0.003004015864981977
1.0,6.0,4000.0,0.00220789468492572
1.0,6.0,5000.0,0.00317496995895417
1.0,6.0,6000.0,0.002089647966493468
1.0,6.0,7000.0,0.0014689249712091298
1.0,6.0,8000.0,0.0035286001815991344
1.0,6.0,9000.0,0.002014731916480108
1.0,6.0,10000.0,0.0016467532012484818
1.0,7.0,1000.0,0.0021998716431852043
1.0,7.0,2000.0,0.0019412127696854923
1.0,7.0,3000.0,0.0023002502888376966
1.0,7.0,4000.0,0.0014045610685411904
1.0,7.0,5000.0,0.0011287786982389508
1.0,7.0,6000.0,0.00197628454016285
1.0,7.0,7000.0,0.0016612105112624536
1.0,7.0,8000.0,0.0012155225205780643
1.0,7.0,9000.0,0.0015564159346082714
1.0,7.0,10000.0,0.0014808970698463046
1.0,8.0,1000.0,0.001567721941880203
1.0,8.0,2000.0,0.0018447018147416743
1.0,8.0,3000.0,0.0013753365561654577
1.0,8.0,4000.0,0.0012784040796264507
1.0,8.0,5000.0,0.001586405365784431
1.0,8.0,6000.0,0.0026831447005523307
1.0,8.0,7000.0,0.0017154019649505048
1.0,8.0,8000.0,0.0019730641143585696
1.0,8.0,9000.0,0.0013495792588275007
1.0,8.0,10000.0,0.0016485334804409737
1.0,9.0,1000.0,0.0011967583262528316
1.0,9.0,2000.0,0.002314161554061679
1.0,9.0,3000.0,0.0018574520268544485
1.0,9.0,4000.0,0.0011303042926468453
1.0,9.0,5000.0,0.0013856634719364854
1.0,9.0,6000.0,0.0021613840519386068
1.0,9.0,7000.0,0.0013703824735692308
1.0,9.0,8000.0,0.0021225685444839558
1.0,9.0,9000.0,0.0015630344034188095
1.0,9.0,10000.0,0.002803796719711782
1.0,10.0,1000.0,0.001863856997603759
1.0,10.0,2000.0,0.001200340028976872
1.0,10.0,3000.0,0.0008668868486375646
1.0,10.0,4000.0,0.0021982273068109457
1.0,10.0,5000.0,0.0024648011501927176
1.0,10.0,6000.0,0.001471834976440832
1.0,10.0,7000.0,0.0013500979023309968
1.0,10.0,8000.0,0.0010378070433317307
1.0,10.0,9000.0,0.002078534408430355
1.0,10.0,10000.0,0.0012853904736594755
2.0,1.0,1000.0,1.2404532869319629
2.0,1.0,2000.0,1.2685280679284083
2.0,1.0,3000.0,1.1479372217361345
2.0,1.0,4000.0,1.1436339578445411
2.0,1.0,5000.0,1.174775948041348
2.0,1.0,6000.0,1.2784665705082867
2.0,1.0,7000.0,1.2774732735686134
2.0,1.0,8000.0,1.22949799711583
2.0,1.0,9000.0,1.2625478833556145
2.0,1.0,10000.0,1.3146141399636553
2.0,2.0,1000.0,1.008234703457183
2.0,2.0,2000.0,1.2029515747471895
2.0,2.0,3000.0,1.1130104500006588
2.0,2.0,4000.0,0.8755193456216654
2.0,2.0,5000.0,0.0647851698151798
2.0,2.0,6000.0,0.30732235907817046
2.0,2.0,7000.0,1.151865708273029
2.0,2.0,8000.0,0.49756287770345853
2.0,2.0,9000.0,0.06424867189097123
2.0,2.0,10000.0,1.2896239057704768
2.0,3.0,1000.0,0.46881052077514834
2.0,3.0,2000.0,1.147285524888082
2.0,3.0,3000.0,0.21356512307870698
2.0,3.0,4000.0,0.31660199057656346
2.0,3.0,5000.0,1.3862385292183381
2.0,3.0,6000.0,0.870951248690033
2.0,3.0,7000.0,1.0053086562166513
2.0,3.0,8000.0,1.0845327748050066
2.0,3.0,9000.0,0.05667724116716509
2.0,3.0,10000.0,0.4764958209702414
2.0,4.0,1000.0,0.5881887386132271
2.0,4.0,2000.0,0.5000157875294406
2.0,4.0,3000.0,0.6129674786611898
2.0,4.0,4000.0,0.03512380990413165
2.0,4.0,5000.0,0.14506931082746363
2.0,4.0,6000.0,0.2783765927776166
2.0,4.0,7000.0,0.12953579670727214
2.0,4.0,8000.0,0.02988002547861947
2.0,4.0,9000.0,0.2115326364200991
2.0,4.0,10000.0,0.22596646362084818
2.0,5.0,1000.0,0.22860661717863923
2.0,5.0,2000.0,0.21424545274816129
2.0,5.0,3000.0,1.0723975956406016
2.0,5.0,4000.0,0.02722571945223305
2.0,5.0,5000.0,0.22491878768510168
2.0,5.0,6000.0,0.8325319232378868
2.0,5.0,7000.0,0.9176530911946152
2.0,5.0,8000.0,0.20640843279348894
2.0,5.0,9000.0,0.37089409591522793
2.0,5.0,10000.0,0.13724772026373078
2.0,6.0,1000.0,0.7013314860402281
2.0,6.0,2000.0,0.34917751054996954
2.0,6.0,3000.0,1.4490683606084969
2.0,6.0,4000.0,0.5917545855503609
2.0,6.0,5000.0,2.0682373223243546
2.0,6.0,6000.0,1.057573676485277
2.0,6.0,7000.0,0.049742805124481655
2.0,6.0,8000.0,0.4580447613436137
2.0,6.0,9000.0,0.3015373545375979
2.0,6.0,10000.0,0.1619366835461974
2.0,7.0,1000.0,3.228938678486282
2.0,7.0,2000.0,1.2035475521504164
2.0,7.0,3000.0,0.3225027090633719
2.0,7.0,4000.0,1.1910017041668919
2.0,7.0,5000.0,0.3368338453280046
2.0,7.0,6000.0,1.4723232983147383
2.0,7.0,7000.0,0.0637525672262096
2.0,7.0,8000.0,0.16990905980455864
2.0,7.0,9000.0,0.6840853086260457
2.0,7.0,10000.0,2.3175351269256637
2.0,8.0,1000.0,0.7108807311600153
2.0,8.0,2000.0,1.891501813634703
2.0,8.0,3000.0,3.1106704614500362
2.0,8.0,4000.0,2.011496465635923
2.0,8.0,5000.0,2.0604723016042223
2.0,8.0,6000.0,2.2052745231197544
2.0,8.0,7000.0,0.16064054122816518
2.0,8.0,8000.0,1.0904491326366272
2.0,8.0,9000.0,0.18416493506044196
2.0,8.0,10000.0,0.42928352324501445
2.0,9.0,1000.0,0.31381058789816346
2.0,9.0,2000.0,0.20547199515791853
2.0,9.0,3000.0,2.158145299269745
2.0,9.0,4000.0,1.478560086474748
2.0,9.0,5000.0,1.0772019863387903
2.0,9.0,6000.0,0.3147213729865943
2.0,9.0,7000.0,0.8461336031049014
2.0,9.0,8000.0,2.5885641672482502
2.0,9.0,9000.0,2.2366030647227277
2.0,9.0,10000.0,0.6819939335463232
2.0,10.0,1000.0,2.0926667851538103
2.0,10.0,2000.0,0.2620443660405365
2.0,10.0,3000.0,0.7091316978082877
2.0,10.0,4000.0,2.16177170028119
2.0,10.0,5000.0,1.671447745068622
2.0,10.0,6000.0,0.0045593281145656995
2.0,10.0,7000.0,1.4046579414520084
2.0,10.0,8000.0,0.05101967970238354
2.0,10.0,9000.0,2.057399528873196
2.0,10.0,10000.0,2.0612352901543236
3.0,1.0,1000.0,4.741952259205989
3.0,1.0,2000.0,4.89703198957581
3.0,1.0,3000.0,5.041659767048091
3.0,1.0,4000.0,4.709270954805132
3.0,1.0,5000.0,4.85358465320404
3.0,1.0,6000.0,4.827644785538691
3.0,1.0,7000.0,4.938106405899039
3.0,1.0,8000.0,4.817342808846648
3.0,1.0,9000.0,4.639131384027649
3.0,1.0,10000.0,4.961777777601295
3.0,2.0,1000.0,6.3285034699929135
3.0,2.0,2000.0,2.806391579706836
3.0,2.0,3000.0,4.271819408467877
3.0,2.0,4000.0,4.268492733896031
3.0,2.0,5000.0,3.248912945483572
3.0,2.0,6000.0,3.6454277081176416
3.0,2.0,7000.0,3.270095981997185
3.0,2.0,8000.0,2.710497779429983
3.0,2.0,9000.0,4.993480035121326
3.0,2.0,10000.0,2.667649579904578
3.0,3.0,1000.0,2.12371081976432
3.0,3.0,2000.0,3.080322931413897
3.0,3.0,3000.0,5.238546812372251
3.0,3.0,4000.0,4.560631953012582
3.0,3.0,5000.0,4.9687192302188645
3.0,3.0,6000.0,3.613149968300218
3.0,3.0,7000.0,1.235363222909358
3.0,3.0,8000.0,2.994039341213669
3.0,3.0,9000.0,4.650013335697341
3.0,3.0,10000.0,2.1722578478024053
3.0,4.0,1000.0,3.8421187853165484
3.0,4.0,2000.0,4.6372725173336375
3.0,4.0,3000.0,2.6108350855580404
3.0,4.0,4000.0,4.654646647649638
3.0,4.0,5000.0,3.4866301652195175
3.0,4.0,6000.0,3.4486001288365338
3.0,4.0,7000.0,5.022537009623628
3.0,4.0,8000.0,3.4161364691806106
3.0,4.0,9000.0,5.122255124624687
3.0,4.0,10000.0,3.219643773893353
3.0,5.0,1000.0,3.3907567390340048
3.0,5.0,2000.0,8.14624470109365
3.0,5.0,3000.0,3.801107315023217
3.0,5.0,4000.0,3.6281754211122164
3.0,5.0,5000.0,6.70311432933148
3.0,5.0,6000.0,4.082591831596162
3.0,5.0,7000.0,0.06029076394434525
3.0,5.0,8000.0,3.2874180151099486
3.0,5.0,9000.0,2.3443902672270935
3.0,5.0,10000.0,5.124309049688987
3.0,6.0,1000.0,2.0581723033488006
3.0,6.0,2000.0,5.35340171699068
3.0,6.0,3000.0,3.885935418916593
3.0,6.0,4000.0,5.876548024534795
3.0,6.0,5000.0,5.492836160902502
3.0,6.0,6000.0,2.104030366396658
3.0,6.0,7000.0,7.647661083343502
3.0,6.0,8000.0,5.340514387483722
3.0,6.0,9000.0,2.8330006946880713
3.0,6.0,10000.0,4.392312828236879
3.0,7.0,1000.0,2.625625126770482
3.0,7.0,2000.0,6.283967255707336
3.0,7.0,3000.0,8.266050277418064
3.0,7.0,4000.0,7.581560900583901
3.0,7.0,5000.0,6.730926203944655
3.0,7.0,6000.0,8.510587691966988
3.0,7.0,7000.0,9.721529056248476
3.0,7.0,8000.0,6.2497037181095285
3.0,7.0,9000.0,9.1827712639281
3.0,7.0,10000.0,6.702368178480544
3.0,8.0,1000.0,6.9594085408133735
3.0,8.0,2000.0,5.455281175896196
3.0,8.0,3000.0,5.572986327859862
3.0,8.0,4000.0,9.767847985949686
3.0,8.0,5000.0,8.727338854659381
3.0,8.0,6000.0,4.426903535058479
3.0,8.0,7000.0,3.4471597411255877
3.0,8.0,8000.0,7.593100771821493
3.0,8.0,9000.0,9.562558132650183
3.0,8.0,10000.0,7.207719354005091
3.0,9.0,1000.0,7.580142147829031
3.0,9.0,2000.0,6.8890753186571425
3.0,9.0,3000.0,2.6803823931784714
3.0,9.0,4000.0,9.111389326533931
3.0,9.0,5000.0,7.236354338190836
3.0,9.0,6000.0,6.360925256650779
3.0,9.0,7000.0,8.64157652774889
3.0,9.0,8000.0,6.909355760634744
3.0,9.0,9000.0,4.856314791725766
3.0,9.0,10000.0,5.340304872214965
3.0,10.0,1000.0,6.873224407558855
3.0,10.0,2000.0,6.912269063399631
3.0,10.0,3000.0,10.152542457255127
3.0,10.0,4000.0,8.939313484072468
3.0,10.0,5000.0,10.61394189576376
3.0,10.0,6000.0,10.869190315563225
3.0,10.0,7000.0,5.863432193338849
3.0,10.0,8000.0,8.073190299678192
3.0,10.0,9000.0,5.4959175386178165
3.0,10.0,10000.0,3.2247753846084803
4.0,1.0,1000.0,14.254110212243223
4.0,1.0,2000.0,14.048283528406083
4.0,1.0,3000.0,13.623311945506078
4.0,1.0,4000.0,16.445608351461107
4.0,1.0,5000.0,14.289620787009268
4.0,1.0,6000.0,14.090506298073565
4.0,1.0,7000.0,14.345449367682967
4.0,1.0,8000.0,13.559140512259606
4.0,1.0,9000.0,15.50857345276749
4.0,1.0,10000.0,13.675219476696576
4.0,2.0,1000.0,14.681946735474524
4.0,2.0,2000.0,18.856281630154033
4.0,2.0,3000.0,11.46310908486091
4.0,2.0,4000.0,21.28765215471412
4.0,2.0,5000.0,11.34309405670158
4.0,2.0,6000.0,15.156257652262694
4.0,2.0,7000.0,11.14380837590443
4.0,2.0,8000.0,15.020540488030958
4.0,2.0,9000.0,11.908170063897163
4.0,2.0,10000.0,16.118943063751946
4.0,3.0,1000.0,20.250795850886306
4.0,3.0,2000.0,16.791932132354038
4.0,3.0,3000.0,10.62282041614125
4.0,3.0,4000.0,17.06052040101368
4.0,3.0,5000.0,13.513698357349664
4.0,3.0,6000.0,15.995924848480358
4.0,3.0,7000.0,9.25272663617957
4.0,3.0,8000.0,12.309546156728237
4.0,3.0,9000.0,16.566820987726555
4.0,3.0,10000.0,8.524639256337302
4.0,4.0,1000.0,19.041233607722667
4.0,4.0,2000.0,19.0160029785147
4.0,4.0,3000.0,16.15827530185356
4.0,4.0,4000.0,21.68020017803611
4.0,4.0,5000.0,21.332746767507988
4.0,4.0,6000.0,17.030588659925716
4.0,4.0,7000.0,15.527083126989885
4.0,4.0,8000.0,17.876195446513858
4.0,4.0,9000.0,16.969864897039106
4.0,4.0,10000.0,11.191204859477489
4.0,5.0,1000.0,7.348243976695053
4.0,5.0,2000.0,25.04798179649037
4.0,5.0,3000.0,24.44216182468292
4.0,5.0,4000.0,17.243505175054924
4.0,5.0,5000.0,22.20529752974159
4.0,5.0,6000.0,25.14123265474811
4.0,5.0,7000.0,12.903586426471731
4.0,5.0,8000.0,28.158920037812546
4.0,5.0,9000.0,18.28256669220684
4.0,5.0,10000.0,13.401723775374695
4.0,6.0,1000.0,13.05472982385279
4.0,6.0,2000.0,26.39615794975646
4.0,6.0,3000.0,21.668839696591316
4.0,6.0,4000.0,10.647832351393065
4.0,6.0,5000.0,7.919575013074595
4.0,6.0,6000.0,29.583478557629682
4.0,6.0,7000.0,24.722325325759066
4.0,6.0,8000.0,23.13865190693217
4.0,6.0,9000.0,14.70724320998856
4.0,6.0,10000.0,30.25607574917118
4.0,7.0,1000.0,20.0348152430764
4.0,7.0,2000.0,16.55822519423911
4.0,7.0,3000.0,16.016823181703504
4.0,7.0,4000.0,23.906110145082067
4.0,7.0,5000.0,22.314982885179656
4.0,7.0,6000.0,18.44763221408935
4.0,7.0,7000.0,22.02942038699487
4.0,7.0,8000.0,20.093908340657897
4.0,7.0,9000.0,21.30103639964497
4.0,7.0,10000.0,23.468284244379518
4.0,8.0,1000.0,22.47662106821002
4.0,8.0,2000.0,27.413982278974224
4.0,8.0,3000.0,27.69425951664022
4.0,8.0,4000.0,20.538580753681902
4.0,8.0,5000.0,19.32987341429516
4.0,8.0,6000.0,20.280030899745892
4.0,8.0,7000.0,21.014986206893646
4.0,8.0,8000.0,30.787014106156942
4.0,8.0,9000.0,31.51893391283187
4.0,8.0,10000.0,25.901292982391933
4.0,9.0,1000.0,25.813194710678665
4.0,9.0,2000.0,29.45177807209109
4.0,9.0,3000.0,21.014439510877665
4.0,9.0,4000.0,28.604218356961567
4.0,9.0,5000.0,23.776686704332196
4.0,9.0,6000.0,25.895247515947137
4.0,9.0,7000.0,30.491657230276765
4.0,9.0,8000.0,30.486185335349045
4.0,9.0,9000.0,26.15617545465447
4.0,9.0,10000.0,28.428842545350285
4.0,10.0,1000.0,31.26152921113096
4.0,10.0,2000.0,30.684301336296947
4.0,10.0,3000.0,31.425823972601425
4.0,10.0,4000.0,28.14383293527504
4.0,10.0,5000.0,20.755886215146784
4.0,10.0,6000.0,25.68279892271203
4.0,10.0,7000.0,31.191279510039898
4.0,10.0,8000.0,26.56639854460905
4.0,10.0,9000.0,26.76457468226781
4.0,10.0,10000.0,22.44432178335162
5.0,1.0,1000.0,36.81223529386035
5.0,1.0,2000.0,40.21016219510454
5.0,1.0,3000.0,37.908095769673416
5.0,1.0,4000.0,41.21819281515391
5.0,1.0,5000.0,40.495216450491576
5.0,1.0,6000.0,41.050245343391616
5.0,1.0,7000.0,36.628804270069196
5.0,1.0,8000.0,42.18144520439654
5.0,1.0,9000.0,37.049884524066215
5.0,1.0,10000.0,37.11263787612683
5.0,2.0,1000.0,41.83607915861853
5.0,2.0,2000.0,47.504364108311314
5.0,2.0,3000.0,37.494300372217346
5.0,2.0,4000.0,37.082403193705524
5.0,2.0,5000.0,38.90444148870408
5.0,2.0,6000.0,40.23079257317664
5.0,2.0,7000.0,39.18831680223579
5.0,2.0,8000.0,102.3769229989884
5.0,2.0,9000.0,41.280611964337695
5.0,2.0,10000.0,37.66815133229746
5.0,3.0,1000.0,49.20895200869022
5.0,3.0,2000.0,60.66022261940898
5.0,3.0,3000.0,41.06756389027431
5.0,3.0,4000.0,48.884516507382386
5.0,3.0,5000.0,46.475261567030785
5.0,3.0,6000.0,30.215276074171808
5.0,3.0,7000.0,35.22313225579456
5.0,3.0,8000.0,69.3418726944239
5.0,3.0,9000.0,43.09308155880576
5.0,3.0,10000.0,43.738782854589495
5.0,4.0,1000.0,70.70055384670063
5.0,4.0,2000.0,59.96395911993736
5.0,4.0,3000.0,39.310684826400255
5.0,4.0,4000.0,33.37410978325954
5.0,4.0,5000.0,66.30515076458848
5.0,4.0,6000.0,35.43036708054042
5.0,4.0,7000.0,72.82317897250333
5.0,4.0,8000.0,56.86001634493203
5.0,4.0,9000.0,34.57758535583769
5.0,4.0,10000.0,43.45993494546387
5.0,5.0,1000.0,58.34671358801546
5.0,5.0,2000.0,73.7385796120746
5.0,5.0,3000.0,62.430312393450244
5.0,5.0,4000.0,76.74783082239826
5.0,5.0,5000.0,44.35883685732763
5.0,5.0,6000.0,40.125123364674586
5.0,5.0,7000.0,77.26279371831055
5.0,5.0,8000.0,56.43409733884414
5.0,5.0,9000.0,81.1138392200151
5.0,5.0,10000.0,65.57480184215468
5.0,6.0,1000.0,77.7203285185465
5.0,6.0,2000.0,53.82375414515207
5.0,6.0,3000.0,86.43787707056273
5.0,6.0,4000.0,70.76426989255225
5.0,6.0,5000.0,63.54000421048411
5.0,6.0,6000.0,75.51986955837837
5.0,6.0,7000.0,55.093374901431545
5.0,6.0,8000.0,73.32800895781104
5.0,6.0,9000.0,67.10842974659643
5.0,6.0,10000.0,64.49764281712696
5.0,7.0,1000.0,59.344610148060404
5.0,7.0,2000.0,58.18301183755404
5.0,7.0,3000.0,65.90540182345669
5.0,7.0,4000.0,77.79030252764073
5.0,7.0,5000.0,74.74470676864397
5.0,7.0,6000.0,69.27904580527004
5.0,7.0,7000.0,69.98465680585589
5.0,7.0,8000.0,67.61940610314528
5.0,7.0,9000.0,76.05020066881067
5.0,7.0,10000.0,63.93289175885414
5.0,8.0,1000.0,73.65243897771474
5.0,8.0,2000.0,60.88985405954314
5.0,8.0,3000.0,74.62147783934205
5.0,8.0,4000.0,73.27431278244698
5.0,8.0,5000.0,62.13676186476453
5.0,8.0,6000.0,63.925842172533414
5.0,8.0,7000.0,73.73518194194362
5.0,8.0,8000.0,78.16455270916153
5.0,8.0,9000.0,64.32743196665317
5.0,8.0,10000.0,79.26700056575807
5.0,9.0,1000.0,78.86976312688181
5.0,9.0,2000.0,72.76022163243958
5.0,9.0,3000.0,86.21864646821291
5.0,9.0,4000.0,79.193964064087
5.0,9.0,5000.0,63.385112249627326
5.0,9.0,6000.0,65.6286161145606
5.0,9.0,7000.0,73.89713490052627
5.0,9.0,8000.0,74.33002571372695
5.0,9.0,9000.0,78.91803921987355
5.0,9.0,10000.0,69.93783527153604
5.0,10.0,1000.0,73.52237508218697
5.0,10.0,2000.0,79.56450712361254
5.0,10.0,3000.0,79.18320346120107
5.0,10.0,4000.0,71.09117119264194
5.0,10.0,5000.0,78.65764419240608
5.0,10.0,6000.0,74.51871476473669
5.0,10.0,7000.0,67.805437085246
5.0,10.0,8000.0,79.30668376105025
