N,M,epoch,error
5.0,10.0,9000.0,71.94552958540758
5.0,10.0,10000.0,76.00621957033512
6.0,1.0,1000.0,93.87868943020747
6.0,1.0,2000.0,92.70135097154828
6.0,1.0,3000.0,139.4423287226938
6.0,1.0,4000.0,89.04397714335738
6.0,1.0,5000.0,94.61264019745931
6.0,1.0,6000.0,90.95438588358442
6.0,1.0,7000.0,133.92447047993377
6.0,1.0,8000.0,89.77210135020577
6.0,1.0,9000.0,96.17946411527186
6.0,1.0,10000.0,89.21137934120912
6.0,2.0,1000.0,96.36904224217905
6.0,2.0,2000.0,224.57743407107583
6.0,2.0,3000.0,232.13282791716662
6.0,2.0,4000.0,113.17001638801254
6.0,2.0,5000.0,105.92195306629864
6.0,2.0,6000.0,109.60017085066644
6.0,2.0,7000.0,150.67262682734906
6.0,2.0,8000.0,113.21647457031094
6.0,2.0,9000.0,90.56774940372455
6.0,2.0,10000.0,90.63683303066693
6.0,3.0,1000.0,166.67163906082874
6.0,3.0,2000.0,203.72235339596904
6.0,3.0,3000.0,239.00127246162833
6.0,3.0,4000.0,115.77913898448234
6.0,3.0,5000.0,124.5527411054456
6.0,3.0,6000.0,241.7496462827617
6.0,3.0,7000.0,166.28558789844504
6.0,3.0,8000.0,164.93406788159493
6.0,3.0,9000.0,240.35259616033593
6.0,3.0,10000.0,127.53639307032678
6.0,4.0,1000.0,97.80664447629478
6.0,4.0,2000.0,167.89333689284476
6.0,4.0,3000.0,96.05979172713116
6.0,4.0,4000.0,191.54947615388826
6.0,4.0,5000.0,129.39434953321725
6.0,4.0,6000.0,210.96424465552235
6.0,4.0,7000.0,242.88643283857476
6.0,4.0,8000.0,266.7671520587514
6.0,4.0,9000.0,197.13677351569638
6.0,4.0,10000.0,172.22285365182796
6.0,5.0,1000.0,226.30554947896002
6.0,5.0,2000.0,191.00868766573078
6.0,5.0,3000.0,140.22578836087624
6.0,5.0,4000.0,278.5082986938897
6.0,5.0,5000.0,159.9691055872607
6.0,5.0,6000.0,135.0061960013175
6.0,5.0,7000.0,160.8917603155137
6.0,5.0,8000.0,258.92363661018527
6.0,5.0,9000.0,152.58894703175625
6.0,5.0,10000.0,255.36772457922083
6.0,6.0,1000.0,180.87833714707287
6.0,6.0,2000.0,158.99999335429615
6.0,6.0,3000.0,168.89184578581396
6.0,6.0,4000.0,262.98566823437375
6.0,6.0,5000.0,239.46679928979762
6.0,6.0,6000.0,148.4886941758151
6.0,6.0,7000.0,180.50999632134548
6.0,6.0,8000.0,241.56211693358566
6.0,6.0,9000.0,156.49759103647318
6.0,6.0,10000.0,289.6745657162814
6.0,7.0,1000.0,160.193907153819
6.0,7.0,2000.0,227.8273001233985
6.0,7.0,3000.0,232.4101495158444
6.0,7.0,4000.0,182.37436705005115
6.0,7.0,5000.0,211.50395489636102
6.0,7.0,6000.0,242.914927932336
6.0,7.0,7000.0,178.63247508897325
6.0,7.0,8000.0,190.75478648635413
6.0,7.0,9000.0,132.70296773380028
6.0,7.0,10000.0,176.79614882512635
6.0,8.0,1000.0,170.3846529702872
6.0,8.0,2000.0,187.29402472885536
6.0,8.0,3000.0,179.31440737312437
6.0,8.0,4000.0,190.51193737657084
6.0,8.0,5000.0,173.98081893729884
6.0,8.0,6000.0,313.43571602165656
6.0,8.0,7000.0,245.417951899954
6.0,8.0,8000.0,172.28512238573288
6.0,8.0,9000.0,170.03474629201756
6.0,8.0,10000.0,186.1866367552821
6.0,9.0,1000.0,186.08979831733447
6.0,9.0,2000.0,191.3130800516237
6.0,9.0,3000.0,182.30031934314002
6.0,9.0,4000.0,191.26248308683458
6.0,9.0,5000.0,238.61469323535422
6.0,9.0,6000.0,184.7071633155786
6.0,9.0,7000.0,186.08379457830628
6.0,9.0,8000.0,190.46868954285745
6.0,9.0,9000.0,189.84931742914114
6.0,9.0,10000.0,178.51509514113235
6.0,10.0,1000.0,161.04688318304315
6.0,10.0,2000.0,190.29547704775726
6.0,10.0,3000.0,190.0978007648168
6.0,10.0,4000.0,257.73936895938976
6.0,10.0,5000.0,185.04386445001867
6.0,10.0,6000.0,189.79887411612364
6.0,10.0,7000.0,184.05709902286912
6.0,10.0,8000.0,176.47579211566085
6.0,10.0,9000.0,186.1571560988589
6.0,10.0,10000.0,181.02124697483208
7.0,1.0,1000.0,198.8087761876802
7.0,1.0,2000.0,305.1639357949463
7.0,1.0,3000.0,201.27402296084023
7.0,1.0,4000.0,301.68243064224214
7.0,1.0,5000.0,470.4869860492849
7.0,1.0,6000.0,201.48027903397139
7.0,1.0,7000.0,301.87899271489346
7.0,1.0,8000.0,202.95981815579844
7.0,1.0,9000.0,199.3550824271512
7.0,1.0,10000.0,197.0792470298258
7.0,2.0,1000.0,493.22226933907973
7.0,2.0,2000.0,335.3545571095503
7.0,2.0,3000.0,323.303387375161
7.0,2.0,4000.0,209.07956346868423
7.0,2.0,5000.0,330.2455224625788
7.0,2.0,6000.0,219.14083599396653
7.0,2.0,7000.0,321.5768088132042
7.0,2.0,8000.0,235.60771352665338
7.0,2.0,9000.0,316.77312655255594
7.0,2.0,10000.0,324.7194075021812
7.0,3.0,1000.0,252.4210076675375
7.0,3.0,2000.0,221.0268266986073
7.0,3.0,3000.0,458.0584017358814
7.0,3.0,4000.0,521.07748861036
7.0,3.0,5000.0,205.44937448694665
7.0,3.0,6000.0,345.3604155312571
7.0,3.0,7000.0,479.7621970845499
7.0,3.0,8000.0,388.5615614203676
7.0,3.0,9000.0,454.5517140786098
7.0,3.0,10000.0,380.44539453555996
7.0,4.0,1000.0,306.6245377750433
7.0,4.0,2000.0,681.1236306505086
7.0,4.0,3000.0,441.8558597258311
7.0,4.0,4000.0,519.9387144474623
7.0,4.0,5000.0,349.07485258790143
7.0,4.0,6000.0,289.22375849616185
7.0,4.0,7000.0,419.8360446572633
7.0,4.0,8000.0,393.0423626115184
7.0,4.0,9000.0,504.7125932615082
7.0,4.0,10000.0,438.6017345768867
7.0,5.0,1000.0,505.2558717765834
7.0,5.0,2000.0,534.5601557380803
7.0,5.0,3000.0,530.1567358627032
7.0,5.0,4000.0,769.2981951734662
7.0,5.0,5000.0,520.184284594623
7.0,5.0,6000.0,537.2063159284075
7.0,5.0,7000.0,469.31696990414395
7.0,5.0,8000.0,352.4426687678119
7.0,5.0,9000.0,490.54546005292843
7.0,5.0,10000.0,537.4091042729485
7.0,6.0,1000.0,541.7792622017454
7.0,6.0,2000.0,403.9105169568257
7.0,6.0,3000.0,524.1164943121046
7.0,6.0,4000.0,497.8268575593605
7.0,6.0,5000.0,639.814106110506
7.0,6.0,6000.0,457.04236847008065
7.0,6.0,7000.0,414.25870600573586
7.0,6.0,8000.0,534.6971564043579
7.0,6.0,9000.0,524.4655432363274
7.0,6.0,10000.0,496.3193069965041
7.0,7.0,1000.0,537.0789981260357
7.0,7.0,2000.0,435.7814238801061
7.0,7.0,3000.0,425.7028955817555
7.0,7.0,4000.0,389.44484434968285
7.0,7.0,5000.0,526.5397764546244
7.0,7.0,6000.0,537.0790080503626
7.0,7.0,7000.0,415.62530767857737
7.0,7.0,8000.0,537.0790235468263
7.0,7.0,9000.0,369.0708585379674
7.0,7.0,10000.0,526.5398574449832
7.0,8.0,1000.0,483.5067714894675
7.0,8.0,2000.0,741.2707493625169
7.0,8.0,3000.0,411.2800458585251
7.0,8.0,4000.0,425.83356362594867
7.0,8.0,5000.0,441.9825407071019
7.0,8.0,6000.0,441.4855791651847
7.0,8.0,7000.0,438.70898968641916
7.0,8.0,8000.0,639.686049592521
7.0,8.0,9000.0,562.2391159182893
7.0,8.0,10000.0,742.2935777169988
7.0,9.0,1000.0,529.275771634502
7.0,9.0,2000.0,447.05197298458
7.0,9.0,3000.0,446.81876213007865
7.0,9.0,4000.0,447.2213810747526
7.0,9.0,5000.0,447.0029943457586
7.0,9.0,6000.0,446.3532529730577
7.0,9.0,7000.0,525.8279827218438
7.0,9.0,8000.0,441.0308453814633
7.0,9.0,9000.0,447.18609964595436
7.0,9.0,10000.0,697.5478780484394
7.0,10.0,1000.0,447.1889158814332
7.0,10.0,2000.0,428.9561735030804
7.0,10.0,3000.0,563.3138440286851
7.0,10.0,4000.0,444.2043206562136
7.0,10.0,5000.0,428.52410711911944
7.0,10.0,6000.0,504.1263192278545
7.0,10.0,7000.0,434.4946879446952
7.0,10.0,8000.0,465.8333194331584
7.0,10.0,9000.0,435.5931490845136
7.0,10.0,10000.0,439.0399665863943
8.0,1.0,1000.0,430.31583989720434
8.0,1.0,2000.0,417.97986982485327
8.0,1.0,3000.0,833.571445759126
8.0,1.0,4000.0,426.41384469119026
8.0,1.0,5000.0,966.7211411084575
8.0,1.0,6000.0,663.8710096982845
8.0,1.0,7000.0,678.3370551811433
8.0,1.0,8000.0,952.2502082157124
8.0,1.0,9000.0,455.01738562838733
8.0,1.0,10000.0,962.5369409602798
8.0,2.0,1000.0,990.6552005946006
8.0,2.0,2000.0,1014.7970577214035
8.0,2.0,3000.0,1010.2103812118415
8.0,2.0,4000.0,466.990022984085
8.0,2.0,5000.0,1029.4436375681742
8.0,2.0,6000.0,1617.7152132754711
8.0,2.0,7000.0,1004.582262339878
8.0,2.0,8000.0,839.7706033442744
8.0,2.0,9000.0,525.0356555098336
8.0,2.0,10000.0,725.0370568378252
8.0,3.0,1000.0,961.8691104708583
8.0,3.0,2000.0,1012.29427903151
8.0,3.0,3000.0,1015.2498728795621
8.0,3.0,4000.0,1050.0325685943872
8.0,3.0,5000.0,1630.50282749411
8.0,3.0,6000.0,1587.9264045463779
8.0,3.0,7000.0,1046.8522001256817
8.0,3.0,8000.0,1052.539391170343
8.0,3.0,9000.0,1643.4590882923642
8.0,3.0,10000.0,1030.169769635947
8.0,4.0,1000.0,1026.6888493003576
8.0,4.0,2000.0,1661.2442428732168
8.0,4.0,3000.0,1055.568133589244
8.0,4.0,4000.0,835.3999739102272
8.0,4.0,5000.0,1649.3785713013026
8.0,4.0,6000.0,1662.7344482608064
8.0,4.0,7000.0,967.6806904165452
8.0,4.0,8000.0,1070.243695490483
8.0,4.0,9000.0,1080.6191980212864
8.0,4.0,10000.0,1146.6491558385544
8.0,5.0,1000.0,1052.2507570793919
8.0,5.0,2000.0,1096.278551093074
8.0,5.0,3000.0,1072.1956258496323
8.0,5.0,4000.0,1086.6180259412943
8.0,5.0,5000.0,1096.5918420009807
8.0,5.0,6000.0,1072.195623659629
8.0,5.0,7000.0,1307.5605520891752
8.0,5.0,8000.0,1052.1146470940234
8.0,5.0,9000.0,1086.5473699294532
8.0,5.0,10000.0,2304.7266899911583
8.0,6.0,1000.0,1080.6003294436266
8.0,6.0,2000.0,1094.9836791783225
8.0,6.0,3000.0,1060.1371703013185
8.0,6.0,4000.0,1080.6000814948427
8.0,6.0,5000.0,1033.3895520185363
8.0,6.0,6000.0,1595.8838836142559
8.0,6.0,7000.0,1080.6003289345533
8.0,6.0,8000.0,1080.6003293081462
8.0,6.0,9000.0,1104.5812393527299
8.0,6.0,10000.0,992.5129078469578
8.0,7.0,1000.0,954.8932462336184
8.0,7.0,2000.0,939.1719853812369
8.0,7.0,3000.0,1109.0248512438595
8.0,7.0,4000.0,1099.2759233995334
8.0,7.0,5000.0,1099.5977006434011
8.0,7.0,6000.0,959.9240626977313
8.0,7.0,7000.0,963.7550402321083
8.0,7.0,8000.0,1063.7477267223276
8.0,7.0,9000.0,937.5406311255173
8.0,7.0,10000.0,1109.024843039299
8.0,8.0,1000.0,1491.0722533197702
8.0,8.0,2000.0,1354.8318867951189
8.0,8.0,3000.0,1022.6072983015533
8.0,8.0,4000.0,1405.6991275400592
8.0,8.0,5000.0,1124.4848109379132
8.0,8.0,6000.0,1111.5740709132153
8.0,8.0,7000.0,994.8791047796492
8.0,8.0,8000.0,1297.6366621216418
8.0,8.0,9000.0,988.356188844391
8.0,8.0,10000.0,1692.9778184829986
8.0,9.0,1000.0,1265.6225902750175
8.0,9.0,2000.0,1401.0474918356012
8.0,9.0,3000.0,1639.3135314332083
8.0,9.0,4000.0,1480.5025699181638
8.0,9.0,5000.0,1394.353405202128
8.0,9.0,6000.0,1478.1027471085156
8.0,9.0,7000.0,1460.3246771572894
8.0,9.0,8000.0,1745.0939130946622
8.0,9.0,9000.0,1188.8678368366714
8.0,9.0,10000.0,1102.617024083564
8.0,10.0,1000.0,1013.465423023968
8.0,10.0,2000.0,1257.5867394816892
8.0,10.0,3000.0,1023.6514147483684
8.0,10.0,4000.0,1134.140678513876
8.0,10.0,5000.0,1712.8362825609834
8.0,10.0,6000.0,1598.0877752016388
8.0,10.0,7000.0,1022.7775685290546
8.0,10.0,8000.0,1023.2942154665476
8.0,10.0,9000.0,1539.065240928291
8.0,10.0,10000.0,1126.9591067541385
9.0,1.0,1000.0,1987.8099927262829
9.0,1.0,2000.0,2035.620894324954
9.0,1.0,3000.0,1621.2678037102696
9.0,1.0,4000.0,1439.1506128354217
9.0,1.0,5000.0,2081.657323639901
9.0,1.0,6000.0,2591.99074820185
9.0,1.0,7000.0,3203.5344685310715
9.0,1.0,8000.0,1438.3131144349927
9.0,1.0,9000.0,1734.697346759724
9.0,1.0,10000.0,1997.0548850324824
9.0,2.0,1000.0,2067.1251300180356
9.0,2.0,2000.0,2005.2221256553282
9.0,2.0,3000.0,4374.89298994113
9.0,2.0,4000.0,2082.404937213927
9.0,2.0,5000.0,4496.521989818165
9.0,2.0,6000.0,1612.8876224711767
9.0,2.0,7000.0,1744.7457546779845
9.0,2.0,8000.0,4280.160705071813
9.0,2.0,9000.0,2053.5989363960393
9.0,2.0,10000.0,3289.578106051307
9.0,3.0,1000.0,2139.89912089001
9.0,3.0,2000.0,2119.4601566963015
9.0,3.0,3000.0,2098.1382428536645
9.0,3.0,4000.0,2092.5514312034206
9.0,3.0,5000.0,4565.079555846086
9.0,3.0,6000.0,2119.304135761638
9.0,3.0,7000.0,3277.7515711889887
9.0,3.0,8000.0,3318.134979626572
9.0,3.0,9000.0,3093.172136792134
9.0,3.0,10000.0,3166.277301628932
9.0,4.0,1000.0,3423.5907181504535
9.0,4.0,2000.0,3397.9731567362564
9.0,4.0,3000.0,2157.246053951234
9.0,4.0,4000.0,3397.7326161748433
9.0,4.0,5000.0,4644.740303827035
9.0,4.0,6000.0,2089.530514014576
9.0,4.0,7000.0,5781.417692586485
9.0,4.0,8000.0,3431.701087843409
9.0,4.0,9000.0,3397.9941564613464
9.0,4.0,10000.0,2157.235803375189
9.0,5.0,1000.0,2625.573656764959
9.0,5.0,2000.0,2221.5964382094307
9.0,5.0,3000.0,2221.596438318664
9.0,5.0,4000.0,3355.968675542765
9.0,5.0,5000.0,2188.7598601746117
9.0,5.0,6000.0,3440.1078125034987
9.0,5.0,7000.0,2221.5962643905114
9.0,5.0,8000.0,3375.0546633663907
9.0,5.0,9000.0,2188.7594373906395
9.0,5.0,10000.0,3314.167411373207
9.0,6.0,1000.0,2236.0757899908067
9.0,6.0,2000.0,2223.584422922161
9.0,6.0,3000.0,3420.718990822525
9.0,6.0,4000.0,2204.3890842375404
9.0,6.0,5000.0,2235.6478884009985
9.0,6.0,6000.0,3480.598010545437
9.0,6.0,7000.0,2175.622379592283
9.0,6.0,8000.0,2175.494877719309
9.0,6.0,9000.0,2222.6415326335728
9.0,6.0,10000.0,2134.696060868606
9.0,7.0,1000.0,2241.9001257446853
9.0,7.0,2000.0,2243.7878018660163
9.0,7.0,3000.0,3127.5532717376805
9.0,7.0,4000.0,2243.787788620198
9.0,7.0,5000.0,2606.619401677397
9.0,7.0,6000.0,2231.730332120411
9.0,7.0,7000.0,2183.3326916550263
9.0,7.0,8000.0,2231.730345829324
9.0,7.0,9000.0,2242.9210195319265
9.0,7.0,10000.0,3333.097448407133
9.0,8.0,1000.0,3686.808332804776
9.0,8.0,2000.0,4366.770703625087
9.0,8.0,3000.0,3115.071119255
9.0,8.0,4000.0,4593.238734528914
9.0,8.0,5000.0,3675.88537220157
9.0,8.0,6000.0,3226.290130194513
9.0,8.0,7000.0,3746.9322336873333
9.0,8.0,8000.0,5034.737403494554
9.0,8.0,9000.0,3894.7244574529223
9.0,8.0,10000.0,3134.9166630262685
9.0,9.0,1000.0,2449.9328574179094
9.0,9.0,2000.0,2921.3345705516267
9.0,9.0,3000.0,4038.387839930689
9.0,9.0,4000.0,4907.903470852992
9.0,9.0,5000.0,3308.0730257810615
9.0,9.0,6000.0,2796.142978678853
9.0,9.0,7000.0,2855.619722156561
9.0,9.0,8000.0,2303.0048443402047
9.0,9.0,9000.0,4049.9603775623373
9.0,9.0,10000.0,5109.035789648823
9.0,10.0,1000.0,2302.6876890403137
9.0,10.0,2000.0,2489.1236839310513
9.0,10.0,3000.0,3174.263798153363
9.0,10.0,4000.0,3054.7650515257324
9.0,10.0,5000.0,2769.3518362167815
9.0,10.0,6000.0,3807.1888687515484
9.0,10.0,7000.0,2302.144384727905
9.0,10.0,8000.0,3098.265638687592
9.0,10.0,9000.0,2338.7299388324054
9.0,10.0,10000.0,2303.022843313231
10.0,1.0,1000.0,4150.943438446742
10.0,1.0,2000.0,6641.411189339335
10.0,1.0,3000.0,4221.857120418946
10.0,1.0,4000.0,6559.708081562534
10.0,1.0,5000.0,8612.540705898053
10.0,1.0,6000.0,3366.8918359872014
10.0,1.0,7000.0,4171.124644783466
10.0,1.0,8000.0,4157.55358109944
10.0,1.0,9000.0,6603.451565374608
10.0,1.0,10000.0,4149.431409895536
10.0,2.0,1000.0,9077.09385402516
10.0,2.0,2000.0,4145.746308044386
10.0,2.0,3000.0,6648.0622821736615
10.0,2.0,4000.0,6597.565325595968
10.0,2.0,5000.0,6587.445080745881
10.0,2.0,6000.0,8979.49139981868
10.0,2.0,7000.0,5999.127333431339
10.0,2.0,8000.0,6447.957231707704
10.0,2.0,9000.0,4196.802613218621
10.0,2.0,10000.0,4154.499283974411
10.0,3.0,1000.0,9235.263472734303
10.0,3.0,2000.0,6728.787371991523
10.0,3.0,3000.0,4153.639355999953
10.0,3.0,4000.0,9109.169258676922
10.0,3.0,5000.0,13777.560186964727
10.0,3.0,6000.0,4377.071284500348
10.0,3.0,7000.0,8838.3732284897
10.0,3.0,8000.0,9217.94562480239
10.0,3.0,9000.0,4242.35795146029
10.0,3.0,10000.0,6280.661600214308
10.0,4.0,1000.0,4336.140394729733
10.0,4.0,2000.0,4336.152550787232
10.0,4.0,3000.0,9226.056684913698
10.0,4.0,4000.0,6817.610322812581
10.0,4.0,5000.0,4277.472155156279
10.0,4.0,6000.0,11689.474348409589
10.0,4.0,7000.0,6758.924066809593
10.0,4.0,8000.0,6782.61046303942
10.0,4.0,9000.0,4277.474104199262
10.0,4.0,10000.0,4336.109983609139
10.0,5.0,1000.0,6786.242624580695
10.0,5.0,2000.0,4339.361300268589
10.0,5.0,3000.0,4397.471730771712
10.0,5.0,4000.0,6883.888453391643
10.0,5.0,5000.0,4463.146146508506
10.0,5.0,6000.0,4437.082194224001
10.0,5.0,7000.0,9396.325174028154
10.0,5.0,8000.0,6596.288264612106
10.0,5.0,9000.0,4339.453692606325
10.0,5.0,10000.0,6966.372256828741
10.0,6.0,1000.0,4288.068868093395
10.0,6.0,2000.0,4506.808534073179
10.0,6.0,3000.0,6917.620564033939
10.0,6.0,4000.0,4465.20513208367
10.0,6.0,5000.0,4490.828564568557
10.0,6.0,6000.0,6917.648512148124
10.0,6.0,7000.0,4490.725919500654
10.0,6.0,8000.0,6996.84573718546
10.0,6.0,9000.0,4369.91395226095
10.0,6.0,10000.0,4465.845830407114
10.0,7.0,1000.0,4505.238526049116
10.0,7.0,2000.0,4481.123531180624
10.0,7.0,3000.0,6960.742895110029
10.0,7.0,4000.0,4520.5491503729145
10.0,7.0,5000.0,4505.238514232062
10.0,7.0,6000.0,7037.87725122069
10.0,7.0,7000.0,4384.328220995904
10.0,7.0,8000.0,4505.238539727919
10.0,7.0,9000.0,4505.238503360931
10.0,7.0,10000.0,4505.238407722413
10.0,8.0,1000.0,8640.830716542823
10.0,8.0,2000.0,12380.128188387745
10.0,8.0,3000.0,8705.273158049018
10.0,8.0,4000.0,8686.064455905105
10.0,8.0,5000.0,7844.548275025835
10.0,8.0,6000.0,8533.555841613976
10.0,8.0,7000.0,10928.161681098685
10.0,8.0,8000.0,11367.15825986685
10.0,8.0,9000.0,10928.605478232115
10.0,8.0,10000.0,8799.145100210144
10.0,9.0,1000.0,11154.353451737261
10.0,9.0,2000.0,7235.45466633225
10.0,9.0,3000.0,7284.060876552889
10.0,9.0,4000.0,7832.6132294534455
10.0,9.0,5000.0,6140.363535304107
10.0,9.0,6000.0,7053.486986915622
10.0,9.0,7000.0,8528.101234553607
10.0,9.0,8000.0,9404.11904915357
10.0,9.0,9000.0,11789.756968109661
10.0,9.0,10000.0,10167.278662521925
10.0,10.0,1000.0,6942.2253639853925
10.0,10.0,2000.0,6099.254694071369
10.0,10.0,3000.0,5094.328155128017
10.0,10.0,4000.0,8644.544205271912
10.0,10.0,5000.0,8154.986736279341
10.0,10.0,6000.0,9245.371415284755
10.0,10.0,7000.0,7031.302783536752
10.0,10.0,8000.0,9652.48264395298
10.0,10.0,9000.0,7615.079029618522
10.0,10.0,10000.0,6129.782025989404
,,,23507.82631480964
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
,,,23507.826314809656
